draft_region	draft_year	draft_month	birth_year	count_exact	count_addition_birthplace_derived	count_addition_nobirthplace_derived
Латвийская ССР	1936		1913	0	0	0
ТаджССР	1936		1913	0	0	1
ТуркССР	1936		1913	0	0	1
Эстонская ССР	1936		1913	0	0	0
Зарубежье	1936		1914	0	1	1
Латвийская ССР	1936		1914	0	1	1
Эстонская ССР	1936		1914	0	0	0
Латвийская ССР	1936		1915	0	0	0
Эстонская ССР	1936		1915	0	0	0
Зарубежье	1936		1916	0	0	0
Карело-Финская ССР	1936		1916	0	0	0
Латвийская ССР	1936		1916	0	0	0
Эстонская ССР	1936		1916	0	0	0
АрССР	1936		1917	0	0	0
ГрузССР	1936		1917	0	0	0
Зарубежье	1936		1917	0	0	0
КазССР	1936		1917	0	0	1
Латвийская ССР	1936		1917	0	0	0
Литовская ССР	1936		1917	0	0	0
Молдавская ССР	1936		1917	0	0	0
ТаджССР	1936		1917	0	0	0
Эстонская ССР	1936		1917	0	0	0
АзССР	1936		1918	0	0	1
ГрузССР	1936		1918	0	0	0
Зарубежье	1936		1918	0	0	0
Карело-Финская ССР	1936		1918	0	0	0
КирССР	1936		1918	0	0	0
Латвийская ССР	1936		1918	0	0	0
Молдавская ССР	1936		1918	0	0	0
ТаджССР	1936		1918	0	0	0
ТуркССР	1936		1918	0	0	0
Эстонская ССР	1936		1918	0	0	0
АзССР	1936		1919	0	0	0
АрССР	1936		1919	0	0	0
ГрузССР	1936		1919	0	0	0
Зарубежье	1936		1919	0	0	0
КазССР	1936		1919	0	1	1
Карело-Финская ССР	1936		1919	0	0	0
КирССР	1936		1919	0	0	0
Латвийская ССР	1936		1919	0	0	0
Литовская ССР	1936		1919	0	0	0
Молдавская ССР	1936		1919	0	0	0
ТаджССР	1936		1919	0	0	0
ТуркССР	1936		1919	0	0	0
Эстонская ССР	1936		1919	0	0	0
АзССР	1936		1920	0	1	0
АрССР	1936		1920	0	0	0
БССР	1936		1920	0	0	0
ГрузССР	1936		1920	0	0	0
Зарубежье	1936		1920	0	0	0
КазССР	1936		1920	0	0	0
Карело-Финская ССР	1936		1920	0	0	0
КирССР	1936		1920	0	0	0
Латвийская ССР	1936		1920	0	0	0
Литовская ССР	1936		1920	0	0	0
Молдавская ССР	1936		1920	0	0	0
ТаджССР	1936		1920	0	0	0
ТуркССР	1936		1920	0	0	0
Эстонская ССР	1936		1920	0	0	0
АзССР	1936		1923	0	0	0
АрССР	1936		1923	0	0	0
БССР	1936		1923	0	0	0
ГрузССР	1936		1923	0	0	0
Зарубежье	1936		1923	0	0	0
КазССР	1936		1923	0	0	0
Карело-Финская ССР	1936		1923	0	0	0
КирССР	1936		1923	0	0	0
Латвийская ССР	1936		1923	0	0	0
Литовская ССР	1936		1923	0	0	0
Молдавская ССР	1936		1923	0	0	0
ТаджССР	1936		1923	0	0	0
ТуркССР	1936		1923	0	0	0
УзССР	1936		1923	0	0	0
УССР	1936		1923	0	0	0
Эстонская ССР	1936		1923	0	0	0
АзССР	1936		1925	0	0	0
БССР	1936		1925	0	0	0
ГрузССР	1936		1925	0	0	0
Зарубежье	1936		1925	0	0	0
КазССР	1936		1925	0	0	0
Карело-Финская ССР	1936		1925	0	0	0
КирССР	1936		1925	0	0	0
Латвийская ССР	1936		1925	0	0	0
Литовская ССР	1936		1925	0	0	0
Молдавская ССР	1936		1925	0	0	0
ТаджССР	1936		1925	0	0	0
ТуркССР	1936		1925	0	0	0
УзССР	1936		1925	0	0	0
УССР	1936		1925	0	1	0
Эстонская ССР	1936		1925	0	0	0
АзССР	1936		1926	0	0	0
АрССР	1936		1926	0	0	0
БССР	1936		1926	0	0	0
ГрузССР	1936		1926	0	0	0
Зарубежье	1936		1926	0	0	0
КазССР	1936		1926	0	0	0
Карело-Финская ССР	1936		1926	0	0	0
КирССР	1936		1926	0	0	0
Латвийская ССР	1936		1926	0	0	0
Литовская ССР	1936		1926	0	0	0
Молдавская ССР	1936		1926	0	0	0
ТаджССР	1936		1926	0	0	0
ТуркССР	1936		1926	0	0	0
УзССР	1936		1926	0	0	0
Эстонская ССР	1936		1926	0	0	0
АзССР	1936		1928	0	0	0
АрССР	1936		1928	0	0	0
БССР	1936		1928	0	0	0
ГрузССР	1936		1928	0	0	0
Зарубежье	1936		1928	0	0	0
КазССР	1936		1928	0	0	0
Карело-Финская ССР	1936		1928	0	0	0
КирССР	1936		1928	0	0	0
Латвийская ССР	1936		1928	0	0	0
Литовская ССР	1936		1928	0	0	0
Молдавская ССР	1936		1928	0	0	0
РСФСР	1936		1928	0	0	1
ТаджССР	1936		1928	0	0	0
ТуркССР	1936		1928	0	0	0
УзССР	1936		1928	0	0	0
УССР	1936		1928	0	0	0
Эстонская ССР	1936		1928	0	0	0
АзССР	1936		1924	0	0	0
АрССР	1936		1924	0	0	0
БССР	1936		1924	0	1	0
ГрузССР	1936		1924	0	0	0
Зарубежье	1936		1924	0	0	0
КазССР	1936		1924	0	0	0
Карело-Финская ССР	1936		1924	0	0	0
КирССР	1936		1924	0	0	0
Латвийская ССР	1936		1924	0	0	0
Литовская ССР	1936		1924	0	0	0
Молдавская ССР	1936		1924	0	0	0
ТаджССР	1936		1924	0	0	0
ТуркССР	1936		1924	0	0	0
УССР	1936		1924	0	0	0
Эстонская ССР	1936		1924	0	0	0
АзССР	1936		1900	0	0	0
АрССР	1936		1900	0	0	0
ГрузССР	1936		1900	0	0	0
Зарубежье	1936		1900	0	0	0
КазССР	1936		1900	0	0	0
Карело-Финская ССР	1936		1900	0	0	0
КирССР	1936		1900	0	0	0
Латвийская ССР	1936		1900	0	0	0
Литовская ССР	1936		1900	0	0	0
Молдавская ССР	1936		1900	0	0	0
ТаджССР	1936		1900	0	0	0
ТуркССР	1936		1900	0	0	0
УзССР	1936		1900	0	0	0
УССР	1936		1900	0	1	0
Эстонская ССР	1936		1900	0	0	0
АзССР			1937	0	0	0
АрССР			1937	0	0	0
БССР			1937	0	0	0
ГрузССР			1937	0	0	0
Зарубежье			1937	0	0	0
КазССР			1937	0	0	0
Карело-Финская ССР			1937	0	0	0
КирССР			1937	0	0	0
Латвийская ССР			1937	0	0	0
Молдавская ССР			1937	0	0	0
ТаджССР			1937	0	0	0
ТуркССР			1937	0	0	0
УзССР			1937	0	0	0
Эстонская ССР			1937	0	0	0
АрССР	1937			0	0	0
ГрузССР	1937			0	0	1
Зарубежье	1937			0	0	0
Карело-Финская ССР	1937			0	0	0
КирССР	1937			0	0	0
Литовская ССР	1937			0	0	0
Молдавская ССР	1937			0	0	0
ТаджССР	1937			0	0	0
ТуркССР	1937			0	0	0
УзССР	1937			0	0	1
Эстонская ССР	1937			0	0	0
АзССР	1937	01	1908	0	0	0
АрССР	1937	01	1908	0	0	0
БССР	1937	01	1908	0	0	0
ГрузССР	1937	01	1908	0	0	0
Зарубежье	1937	01	1908	0	0	0
КазССР	1937	01	1908	0	0	0
Карело-Финская ССР	1937	01	1908	0	0	0
КирССР	1937	01	1908	0	0	0
Латвийская ССР	1937	01	1908	0	0	0
Литовская ССР	1937	01	1908	0	0	0
Молдавская ССР	1937	01	1908	0	0	0
ТаджССР	1937	01	1908	0	0	0
ТуркССР	1937	01	1908	0	0	0
УзССР	1937	01	1908	0	0	0
УССР	1937	01	1908	0	0	0
Эстонская ССР	1937	01	1908	0	0	0
АзССР	1937	01	1915	0	0	0
Зарубежье	1937	01	1915	0	0	0
Карело-Финская ССР	1937	01	1915	0	0	0
КирССР	1937	01	1915	0	0	0
Латвийская ССР	1937	01	1915	0	0	0
Литовская ССР	1937	01	1915	0	0	0
Молдавская ССР	1937	01	1915	0	0	0
ТаджССР	1937	01	1915	0	0	0
ТуркССР	1937	01	1915	0	0	0
УзССР	1937	01	1915	0	0	0
Эстонская ССР	1937	01	1915	0	0	0
АзССР	1937	01	1917	0	0	0
АрССР	1937	01	1917	0	0	0
БССР	1937	01	1917	0	0	0
ГрузССР	1937	01	1917	0	0	0
Зарубежье	1937	01	1917	0	0	0
Карело-Финская ССР	1937	01	1917	0	0	0
КирССР	1937	01	1917	0	0	0
Латвийская ССР	1937	01	1917	0	0	0
Литовская ССР	1937	01	1917	0	0	0
Молдавская ССР	1937	01	1917	0	0	0
ТаджССР	1937	01	1917	0	0	0
ТуркССР	1937	01	1917	0	0	0
УзССР	1937	01	1917	0	0	0
Эстонская ССР	1937	01	1917	0	0	0
АрССР	1937	01	1918	0	0	0
ГрузССР	1937	01	1918	0	0	0
Зарубежье	1937	01	1918	0	0	0
КазССР	1937	01	1918	0	0	0
КирССР	1937	01	1918	0	0	0
Латвийская ССР	1937	01	1918	0	0	0
Литовская ССР	1937	01	1918	0	0	0
Молдавская ССР	1937	01	1918	0	0	0
ТаджССР	1937	01	1918	0	0	0
ТуркССР	1937	01	1918	0	0	0
УзССР	1937	01	1918	0	0	0
Эстонская ССР	1937	01	1918	0	0	0
АрССР	1937	01	1916	0	0	0
БССР	1937	01	1916	0	0	0
Зарубежье	1937	01	1916	0	0	0
Карело-Финская ССР	1937	01	1916	0	0	0
КирССР	1937	01	1916	0	0	0
Латвийская ССР	1937	01	1916	0	0	0
Литовская ССР	1937	01	1916	0	0	0
Молдавская ССР	1937	01	1916	0	0	0
ТаджССР	1937	01	1916	0	0	0
ТуркССР	1937	01	1916	0	0	0
УзССР	1937	01	1916	0	0	0
Эстонская ССР	1937	01	1916	0	0	0
АзССР	1937	01	1914	0	0	0
АрССР	1937	01	1914	0	0	0
БССР	1937	01	1914	0	0	0
ГрузССР	1937	01	1914	0	0	0
Зарубежье	1937	01	1914	0	0	0
Карело-Финская ССР	1937	01	1914	0	0	0
КирССР	1937	01	1914	0	0	0
Латвийская ССР	1937	01	1914	0	0	0
Литовская ССР	1937	01	1914	0	0	0
Молдавская ССР	1937	01	1914	0	0	0
ТаджССР	1937	01	1914	0	0	0
ТуркССР	1937	01	1914	0	0	0
УзССР	1937	01	1914	0	0	0
Эстонская ССР	1937	01	1914	0	0	0
АрССР	1937	01	1922	0	0	0
БССР	1937	01	1922	0	0	0
ГрузССР	1937	01	1922	0	0	0
Зарубежье	1937	01	1922	0	0	0
КазССР	1937	01	1922	0	0	0
Карело-Финская ССР	1937	01	1922	0	0	0
КирССР	1937	01	1922	0	0	0
Латвийская ССР	1937	01	1922	0	0	0
Литовская ССР	1937	01	1922	0	0	0
Молдавская ССР	1937	01	1922	0	0	0
ТаджССР	1937	01	1922	0	0	0
ТуркССР	1937	01	1922	0	0	0
УзССР	1937	01	1922	0	0	0
УССР	1937	01	1922	0	0	0
Эстонская ССР	1937	01	1922	0	0	0
АзССР	1937	01	1911	0	0	0
АрССР	1937	01	1911	0	0	0
БССР	1937	01	1911	0	0	0
Зарубежье	1937	01	1911	0	0	0
КазССР	1937	01	1911	0	0	0
Карело-Финская ССР	1937	01	1911	0	0	0
КирССР	1937	01	1911	0	0	0
Латвийская ССР	1937	01	1911	0	0	0
Литовская ССР	1937	01	1911	0	0	0
Молдавская ССР	1937	01	1911	0	0	0
ТаджССР	1937	01	1911	0	0	0
ТуркССР	1937	01	1911	0	0	0
УзССР	1937	01	1911	0	0	0
Эстонская ССР	1937	01	1911	0	0	0
АзССР	1937	02	1902	0	0	0
АрССР	1937	02	1902	0	0	0
БССР	1937	02	1902	0	0	0
ГрузССР	1937	02	1902	0	0	0
Зарубежье	1937	02	1902	0	0	0
КазССР	1937	02	1902	0	0	0
Карело-Финская ССР	1937	02	1902	0	0	0
КирССР	1937	02	1902	0	0	0
Латвийская ССР	1937	02	1902	0	0	0
Литовская ССР	1937	02	1902	0	0	0
Молдавская ССР	1937	02	1902	0	0	0
РСФСР	1937	02	1902	0	0	1
ТаджССР	1937	02	1902	0	0	0
ТуркССР	1937	02	1902	0	0	0
УзССР	1937	02	1902	0	0	0
УССР	1937	02	1902	0	0	0
Эстонская ССР	1937	02	1902	0	0	0
АзССР	1937	02	1913	0	0	0
АрССР	1937	02	1913	0	0	0
БССР	1937	02	1913	0	0	0
ГрузССР	1937	02	1913	0	0	0
Зарубежье	1937	02	1913	0	0	0
КазССР	1937	02	1913	0	0	0
Карело-Финская ССР	1937	02	1913	0	0	0
КирССР	1937	02	1913	0	0	0
Латвийская ССР	1937	02	1913	0	0	0
Литовская ССР	1937	02	1913	0	0	0
Молдавская ССР	1937	02	1913	0	0	0
ТаджССР	1937	02	1913	0	0	0
ТуркССР	1937	02	1913	0	0	0
УзССР	1937	02	1913	0	0	0
УССР	1937	02	1913	0	0	0
Эстонская ССР	1937	02	1913	0	0	0
АзССР	1937	02	1914	0	0	0
ГрузССР	1937	02	1914	0	0	0
Зарубежье	1937	02	1914	0	0	0
КазССР	1937	02	1914	0	1	0
Карело-Финская ССР	1937	02	1914	0	0	0
КирССР	1937	02	1914	0	0	0
Латвийская ССР	1937	02	1914	0	0	0
Литовская ССР	1937	02	1914	0	0	0
Молдавская ССР	1937	02	1914	0	0	0
ТаджССР	1937	02	1914	0	0	0
ТуркССР	1937	02	1914	0	0	0
Эстонская ССР	1937	02	1914	0	0	0
АрССР	1937	02	1915	0	0	0
ГрузССР	1937	02	1915	0	0	0
Зарубежье	1937	02	1915	0	0	0
КазССР	1937	02	1915	0	0	0
Латвийская ССР	1937	02	1915	0	0	0
Литовская ССР	1937	02	1915	0	0	0
Молдавская ССР	1937	02	1915	0	0	0
ТаджССР	1937	02	1915	0	0	0
ТуркССР	1937	02	1915	0	0	0
УзССР	1937	02	1915	0	0	0
Эстонская ССР	1937	02	1915	0	0	0
АрССР	1937	02	1916	0	0	0
ГрузССР	1937	02	1916	0	0	0
Зарубежье	1937	02	1916	0	0	0
КазССР	1937	02	1916	0	0	0
Карело-Финская ССР	1937	02	1916	0	0	0
КирССР	1937	02	1916	0	0	0
Латвийская ССР	1937	02	1916	0	0	0
Литовская ССР	1937	02	1916	0	0	0
Молдавская ССР	1937	02	1916	0	0	0
ТаджССР	1937	02	1916	0	0	0
ТуркССР	1937	02	1916	0	0	0
Эстонская ССР	1937	02	1916	0	0	0
АзССР	1937	02	1917	0	0	0
АрССР	1937	02	1917	0	0	0
БССР	1937	02	1917	0	0	0
ГрузССР	1937	02	1917	0	0	0
Зарубежье	1937	02	1917	0	0	0
КазССР	1937	02	1917	0	0	0
Карело-Финская ССР	1937	02	1917	0	0	0
КирССР	1937	02	1917	0	0	0
Латвийская ССР	1937	02	1917	0	0	0
Литовская ССР	1937	02	1917	0	0	0
Молдавская ССР	1937	02	1917	0	0	0
ТаджССР	1937	02	1917	0	0	0
УзССР	1937	02	1917	0	0	0
Эстонская ССР	1937	02	1917	0	0	0
АзССР	1937	02	1923	0	0	0
АрССР	1937	02	1923	0	0	0
БССР	1937	02	1923	0	0	0
ГрузССР	1937	02	1923	0	0	0
Зарубежье	1937	02	1923	0	0	0
КазССР	1937	02	1923	0	0	0
Карело-Финская ССР	1937	02	1923	0	0	0
КирССР	1937	02	1923	0	0	0
Латвийская ССР	1937	02	1923	0	0	0
Литовская ССР	1937	02	1923	0	0	0
Молдавская ССР	1937	02	1923	0	0	0
РСФСР	1937	02	1923	0	0	1
ТаджССР	1937	02	1923	0	0	0
ТуркССР	1937	02	1923	0	0	0
УзССР	1937	02	1923	0	0	0
УССР	1937	02	1923	0	0	0
Эстонская ССР	1937	02	1923	0	0	0
АзССР	1937	02	1926	0	0	0
АрССР	1937	02	1926	0	0	0
БССР	1937	02	1926	0	0	0
ГрузССР	1937	02	1926	0	0	0
Зарубежье	1937	02	1926	0	0	0
КазССР	1937	02	1926	0	0	0
Карело-Финская ССР	1937	02	1926	0	0	0
КирССР	1937	02	1926	0	0	0
Латвийская ССР	1937	02	1926	0	0	0
Литовская ССР	1937	02	1926	0	0	0
Молдавская ССР	1937	02	1926	0	0	0
РСФСР	1937	02	1926	0	0	1
ТаджССР	1937	02	1926	0	0	0
ТуркССР	1937	02	1926	0	0	0
УзССР	1937	02	1926	0	0	0
УССР	1937	02	1926	0	0	0
Эстонская ССР	1937	02	1926	0	0	0
АзССР	1937	02	1912	0	0	0
АрССР	1937	02	1912	0	0	0
БССР	1937	02	1912	0	0	0
ГрузССР	1937	02	1912	0	0	0
Зарубежье	1937	02	1912	0	0	0
КазССР	1937	02	1912	0	0	0
Карело-Финская ССР	1937	02	1912	0	0	0
КирССР	1937	02	1912	0	0	0
Латвийская ССР	1937	02	1912	0	0	0
Литовская ССР	1937	02	1912	0	0	0
Молдавская ССР	1937	02	1912	0	0	0
ТаджССР	1937	02	1912	0	0	0
ТуркССР	1937	02	1912	0	0	0
УзССР	1937	02	1912	0	0	0
Эстонская ССР	1937	02	1912	0	0	0
АзССР	1937	03	1905	0	0	0
АрССР	1937	03	1905	0	0	0
БССР	1937	03	1905	0	0	0
ГрузССР	1937	03	1905	0	0	0
Зарубежье	1937	03	1905	0	0	0
КазССР	1937	03	1905	0	0	0
Карело-Финская ССР	1937	03	1905	0	0	0
КирССР	1937	03	1905	0	0	0
Латвийская ССР	1937	03	1905	0	0	0
Литовская ССР	1937	03	1905	0	0	0
Молдавская ССР	1937	03	1905	0	0	0
РСФСР	1937	03	1905	0	0	1
ТаджССР	1937	03	1905	0	0	0
ТуркССР	1937	03	1905	0	0	0
УзССР	1937	03	1905	0	0	0
УССР	1937	03	1905	0	0	0
Эстонская ССР	1937	03	1905	0	0	0
АзССР	1937	03	1913	0	0	0
АрССР	1937	03	1913	0	0	0
БССР	1937	03	1913	0	0	0
ГрузССР	1937	03	1913	0	0	0
Зарубежье	1937	03	1913	0	0	0
Карело-Финская ССР	1937	03	1913	0	0	0
КирССР	1937	03	1913	0	0	0
Латвийская ССР	1937	03	1913	0	0	0
Литовская ССР	1937	03	1913	0	0	0
Молдавская ССР	1937	03	1913	0	0	0
ТаджССР	1937	03	1913	0	0	0
ТуркССР	1937	03	1913	0	0	0
УзССР	1937	03	1913	0	0	0
Эстонская ССР	1937	03	1913	0	0	0
АзССР	1937	03	1915	0	0	0
АрССР	1937	03	1915	0	0	0
ГрузССР	1937	03	1915	0	0	0
Зарубежье	1937	03	1915	0	0	0
КазССР	1937	03	1915	0	0	0
Карело-Финская ССР	1937	03	1915	0	0	0
КирССР	1937	03	1915	0	0	0
Латвийская ССР	1937	03	1915	0	0	0
Литовская ССР	1937	03	1915	0	0	0
Молдавская ССР	1937	03	1915	0	0	0
ТаджССР	1937	03	1915	0	0	0
ТуркССР	1937	03	1915	0	0	0
УзССР	1937	03	1915	0	0	0
Эстонская ССР	1937	03	1915	0	0	0
АзССР	1937	03	1916	0	0	0
АрССР	1937	03	1916	0	0	0
БССР	1937	03	1916	0	0	0
ГрузССР	1937	03	1916	0	0	0
Зарубежье	1937	03	1916	0	0	0
КазССР	1937	03	1916	0	0	0
Карело-Финская ССР	1937	03	1916	0	0	0
КирССР	1937	03	1916	0	0	0
Латвийская ССР	1937	03	1916	0	0	0
Литовская ССР	1937	03	1916	0	0	0
ТаджССР	1937	03	1916	0	0	0
ТуркССР	1937	03	1916	0	0	0
Эстонская ССР	1937	03	1916	0	0	0
АзССР	1937	03	1917	0	0	0
АрССР	1937	03	1917	0	0	0
БССР	1937	03	1917	0	0	0
Зарубежье	1937	03	1917	0	0	0
КазССР	1937	03	1917	0	0	0
Карело-Финская ССР	1937	03	1917	0	0	0
КирССР	1937	03	1917	0	0	0
Латвийская ССР	1937	03	1917	0	0	0
Литовская ССР	1937	03	1917	0	0	0
ТаджССР	1937	03	1917	0	0	0
ТуркССР	1937	03	1917	0	0	0
УзССР	1937	03	1917	0	0	0
Эстонская ССР	1937	03	1917	0	0	0
АзССР	1937	03	1921	0	0	0
АрССР	1937	03	1921	0	0	0
БССР	1937	03	1921	0	0	0
ГрузССР	1937	03	1921	0	0	0
Зарубежье	1937	03	1921	0	0	0
КазССР	1937	03	1921	0	0	0
Карело-Финская ССР	1937	03	1921	0	0	0
КирССР	1937	03	1921	0	0	0
Латвийская ССР	1937	03	1921	0	0	0
Литовская ССР	1937	03	1921	0	0	0
Молдавская ССР	1937	03	1921	0	0	0
ТаджССР	1937	03	1921	0	0	0
ТуркССР	1937	03	1921	0	0	0
УзССР	1937	03	1921	0	0	0
УССР	1937	03	1921	0	0	0
Эстонская ССР	1937	03	1921	0	0	0
АзССР	1937	03	1907	0	0	0
АрССР	1937	03	1907	0	0	0
БССР	1937	03	1907	0	0	0
ГрузССР	1937	03	1907	0	0	0
Зарубежье	1937	03	1907	0	0	0
КазССР	1937	03	1907	0	0	0
Карело-Финская ССР	1937	03	1907	0	0	0
КирССР	1937	03	1907	0	0	0
Латвийская ССР	1937	03	1907	0	0	0
Литовская ССР	1937	03	1907	0	0	0
Молдавская ССР	1937	03	1907	0	0	0
РСФСР	1937	03	1907	0	1	0
ТаджССР	1937	03	1907	0	0	0
ТуркССР	1937	03	1907	0	0	0
УзССР	1937	03	1907	0	0	0
УССР	1937	03	1907	0	0	0
Эстонская ССР	1937	03	1907	0	0	0
АзССР	1937	03	1918	0	0	0
АрССР	1937	03	1918	0	0	0
БССР	1937	03	1918	0	0	0
Зарубежье	1937	03	1918	0	0	0
КазССР	1937	03	1918	0	0	0
Карело-Финская ССР	1937	03	1918	0	0	0
КирССР	1937	03	1918	0	0	0
Латвийская ССР	1937	03	1918	0	0	0
Литовская ССР	1937	03	1918	0	0	0
Молдавская ССР	1937	03	1918	0	0	0
ТаджССР	1937	03	1918	0	0	0
ТуркССР	1937	03	1918	0	0	0
УзССР	1937	03	1918	0	0	0
Эстонская ССР	1937	03	1918	0	0	0
АзССР	1937	04	1913	0	0	0
АрССР	1937	04	1913	0	0	0
БССР	1937	04	1913	0	0	0
ГрузССР	1937	04	1913	0	0	0
Зарубежье	1937	04	1913	0	0	0
КазССР	1937	04	1913	0	0	0
Карело-Финская ССР	1937	04	1913	0	0	0
КирССР	1937	04	1913	0	0	0
Латвийская ССР	1937	04	1913	0	0	0
Литовская ССР	1937	04	1913	0	0	0
Молдавская ССР	1937	04	1913	0	0	0
РСФСР	1937	04	1913	0	0	1
ТаджССР	1937	04	1913	0	0	0
ТуркССР	1937	04	1913	0	0	0
УзССР	1937	04	1913	0	0	0
УССР	1937	04	1913	0	0	0
Эстонская ССР	1937	04	1913	0	0	0
АзССР	1937	04	1914	0	0	0
АрССР	1937	04	1914	0	0	0
Зарубежье	1937	04	1914	0	0	0
Карело-Финская ССР	1937	04	1914	0	0	0
КирССР	1937	04	1914	0	0	0
Латвийская ССР	1937	04	1914	0	0	0
Литовская ССР	1937	04	1914	0	0	0
Молдавская ССР	1937	04	1914	0	0	0
ТаджССР	1937	04	1914	0	0	0
ТуркССР	1937	04	1914	0	0	0
УзССР	1937	04	1914	0	0	0
Эстонская ССР	1937	04	1914	0	0	0
АзССР	1937	04	1915	0	0	0
АрССР	1937	04	1915	0	0	0
БССР	1937	04	1915	0	0	0
Зарубежье	1937	04	1915	0	0	0
КазССР	1937	04	1915	0	0	0
КирССР	1937	04	1915	0	0	0
Латвийская ССР	1937	04	1915	0	0	0
Литовская ССР	1937	04	1915	0	0	0
ТаджССР	1937	04	1915	0	0	0
ТуркССР	1937	04	1915	0	0	0
Эстонская ССР	1937	04	1915	0	0	0
АзССР	1937	04	1916	0	0	0
АрССР	1937	04	1916	0	0	0
ГрузССР	1937	04	1916	0	0	0
Зарубежье	1937	04	1916	0	0	0
Карело-Финская ССР	1937	04	1916	0	0	0
КирССР	1937	04	1916	0	0	0
Латвийская ССР	1937	04	1916	0	0	0
Литовская ССР	1937	04	1916	0	0	0
Молдавская ССР	1937	04	1916	0	0	0
ТаджССР	1937	04	1916	0	0	0
ТуркССР	1937	04	1916	0	0	0
Эстонская ССР	1937	04	1916	0	0	0
АзССР	1937	04	1917	0	0	0
АрССР	1937	04	1917	0	0	0
БССР	1937	04	1917	0	0	0
ГрузССР	1937	04	1917	0	0	0
Зарубежье	1937	04	1917	0	0	0
КазССР	1937	04	1917	0	0	0
Карело-Финская ССР	1937	04	1917	0	0	0
КирССР	1937	04	1917	0	0	0
Латвийская ССР	1937	04	1917	0	0	0
Литовская ССР	1937	04	1917	0	0	0
Молдавская ССР	1937	04	1917	0	0	0
ТаджССР	1937	04	1917	0	0	0
Эстонская ССР	1937	04	1917	0	0	0
АзССР	1937	04	1918	0	0	0
АрССР	1937	04	1918	0	0	0
БССР	1937	04	1918	0	0	0
ГрузССР	1937	04	1918	0	0	0
Зарубежье	1937	04	1918	0	0	0
КазССР	1937	04	1918	0	0	0
Карело-Финская ССР	1937	04	1918	0	0	0
КирССР	1937	04	1918	0	0	0
Латвийская ССР	1937	04	1918	0	0	0
Литовская ССР	1937	04	1918	0	0	0
Молдавская ССР	1937	04	1918	0	0	0
ТуркССР	1937	04	1918	0	0	0
УзССР	1937	04	1918	0	0	0
Эстонская ССР	1937	04	1918	0	0	0
АзССР	1937	04	1927	0	0	0
АрССР	1937	04	1927	0	0	0
БССР	1937	04	1927	0	0	0
ГрузССР	1937	04	1927	0	0	0
Зарубежье	1937	04	1927	0	0	0
КазССР	1937	04	1927	0	0	0
Карело-Финская ССР	1937	04	1927	0	0	0
КирССР	1937	04	1927	0	0	0
Латвийская ССР	1937	04	1927	0	0	0
Литовская ССР	1937	04	1927	0	0	0
Молдавская ССР	1937	04	1927	0	0	0
РСФСР	1937	04	1927	0	0	1
ТаджССР	1937	04	1927	0	0	0
ТуркССР	1937	04	1927	0	0	0
УзССР	1937	04	1927	0	0	0
УССР	1937	04	1927	0	0	0
Эстонская ССР	1937	04	1927	0	0	0
АзССР	1937	04	1907	0	0	0
АрССР	1937	04	1907	0	0	0
БССР	1937	04	1907	0	0	0
ГрузССР	1937	04	1907	0	0	0
Зарубежье	1937	04	1907	0	0	0
КазССР	1937	04	1907	0	0	0
Карело-Финская ССР	1937	04	1907	0	0	0
КирССР	1937	04	1907	0	0	0
Латвийская ССР	1937	04	1907	0	0	0
Литовская ССР	1937	04	1907	0	0	0
Молдавская ССР	1937	04	1907	0	0	0
ТаджССР	1937	04	1907	0	0	0
ТуркССР	1937	04	1907	0	0	0
УзССР	1937	04	1907	0	0	0
УССР	1937	04	1907	0	0	0
Эстонская ССР	1937	04	1907	0	0	0
АзССР	1937	04	1908	0	0	0
АрССР	1937	04	1908	0	0	0
БССР	1937	04	1908	0	0	0
ГрузССР	1937	04	1908	0	0	0
Зарубежье	1937	04	1908	0	0	0
КазССР	1937	04	1908	0	0	0
Карело-Финская ССР	1937	04	1908	0	0	0
КирССР	1937	04	1908	0	0	0
Латвийская ССР	1937	04	1908	0	0	0
Литовская ССР	1937	04	1908	0	0	0
Молдавская ССР	1937	04	1908	0	0	0
ТаджССР	1937	04	1908	0	0	0
ТуркССР	1937	04	1908	0	0	0
УССР	1937	04	1908	0	0	0
Эстонская ССР	1937	04	1908	0	0	0
АзССР	1937	05	1914	0	0	0
АрССР	1937	05	1914	0	0	0
Зарубежье	1937	05	1914	0	0	0
КирССР	1937	05	1914	0	0	0
Латвийская ССР	1937	05	1914	0	0	0
Литовская ССР	1937	05	1914	0	0	0
Молдавская ССР	1937	05	1914	0	0	0
ТаджССР	1937	05	1914	0	0	0
ТуркССР	1937	05	1914	0	0	0
УзССР	1937	05	1914	0	0	0
Эстонская ССР	1937	05	1914	0	0	0
Зарубежье	1937	05	1915	0	0	0
КирССР	1937	05	1915	0	0	0
Латвийская ССР	1937	05	1915	0	0	0
Литовская ССР	1937	05	1915	0	0	0
Молдавская ССР	1937	05	1915	0	0	0
ТуркССР	1937	05	1915	0	0	0
Эстонская ССР	1937	05	1915	0	0	0
Зарубежье	1937	05	1916	0	0	0
Латвийская ССР	1937	05	1916	0	0	0
Литовская ССР	1937	05	1916	0	0	0
Молдавская ССР	1937	05	1916	0	0	0
ТаджССР	1937	05	1916	0	0	0
ТуркССР	1937	05	1916	0	0	0
Эстонская ССР	1937	05	1916	0	0	0
